ticker,date,open_price,close_price,volume
IBM,2018-08-23,141.5666,141.8887,2220603.0
IBM,2018-08-24,141.9765,142.5426,2776813.0
IBM,2018-08-27,143.4211,143.177,3491565.0
IBM,2018-08-28,143.4308,143.0794,2455328.0
IBM,2018-08-29,143.3527,144.0067,3153845.0
IBM,2018-08-30,143.5089,142.4352,3340369.0
IBM,2018-08-31,142.2303,142.9721,3488476.0
IBM,2018-09-04,142.484,142.1912,3326153.0
IBM,2018-09-05,141.713,143.1478,3126540.0
IBM,2018-09-06,143.3625,142.8842,4248831.0
IBM,2018-09-07,142.445,141.9667,4693127.0
IBM,2018-09-10,143.0892,142.162,3618209.0
IBM,2018-09-11,142.5036,142.9818,3374774.0
IBM,2018-09-12,142.8647,143.0599,4506679.0
IBM,2018-09-13,143.8212,145.3829,5346540.0
IBM,2018-09-14,145.2853,144.7778,3452144.0
IBM,2018-09-17,144.8851,144.3971,3551882.0
IBM,2018-09-18,144.2214,145.0023,3629596.0
IBM,2018-09-19,145.0706,145.4903,4246382.0
IBM,2018-09-20,145.9978,147.5302,5952223.0
IBM,2018-09-21,147.8523,147.7254,19947878.0
IBM,2018-09-24,147.4814,146.4371,4264984.0
IBM,2018-09-25,146.3199,145.3439,4397457.0
IBM,2018-09-26,148.7503,147.9792,7401862.0
IBM,2018-09-27,148.3696,147.8719,3477643.0
IBM,2018-09-28,147.54,147.5888,3305798.0
IBM,2018-10-01,148.0768,149.3359,3757419.0
IBM,2018-10-02,149.3262,150.068,3030125.0
IBM,2018-10-03,150.312,149.5507,3315298.0
IBM,2018-10-04,148.0573,147.6864,4238143.0
IBM,2018-10-05,147.2862,145.461,4602252.0
IBM,2018-10-08,144.9437,144.8363,3239347.0
IBM,2018-10-09,144.5338,143.7139,3642496.0
IBM,2018-10-10,143.9676,139.2728,5547697.0
IBM,2018-10-11,139.2045,135.6907,8710491.0
IBM,2018-10-12,137.7404,137.4769,6563403.0
IBM,2018-10-15,137.0182,137.7502,4965533.0
IBM,2018-10-16,139.5071,141.6446,8695489.0
IBM,2018-10-17,132.6357,130.8397,19463962.0
IBM,2018-10-18,129.5514,127.4236,10011678.0
IBM,2018-10-19,127.5212,126.0083,7791636.0
IBM,2018-10-22,126.4768,126.9063,5719518.0
IBM,2018-10-23,125.9302,128.0678,6463580.0
IBM,2018-10-24,128.0287,124.1636,5710320.0
IBM,2018-10-25,124.2026,123.4218,10304327.0
IBM,2018-10-26,122.2115,121.8015,8767029.0
IBM,2018-10-29,116.482,116.7748,20450448.0
IBM,2018-10-30,117.5947,112.6364,21458594.0
IBM,2018-10-31,113.7003,112.6657,21644978.0
IBM,2018-11-01,112.734,114.0321,13626730.0
IBM,2018-11-02,114.6959,112.8999,10592681.0
IBM,2018-11-05,113.3196,117.1848,9144598.0
IBM,2018-11-06,117.8095,120.1715,9597392.0
IBM,2018-11-07,120.8255,121.8503,12382666.0
IBM,2018-11-08,121.2473,121.959,10396439.0
IBM,2018-11-09,122.1864,122.1172,6961902.0
IBM,2018-11-12,122.0777,119.5076,5379113.0
IBM,2018-11-13,119.7943,119.4483,4084385.0
IBM,2018-11-14,119.7152,118.8157,4762275.0
IBM,2018-11-15,118.2819,120.0414,5207973.0
IBM,2018-11-16,119.4977,120.1699,4076315.0
IBM,2018-11-19,120.2292,118.9244,4131238.0
IBM,2018-11-20,117.1254,115.8502,6233777.0
IBM,2018-11-21,116.2555,117.2044,5335842.0
IBM,2018-11-23,116.73,115.8403,2334730.0
IBM,2018-11-26,117.0067,118.183,5011130.0
IBM,2018-11-27,117.0166,118.6476,4903771.0
IBM,2018-11-28,119.6163,121.5834,5104520.0
IBM,2018-11-29,121.0299,120.0809,5200113.0
IBM,2018-11-30,120.2588,122.8388,7251590.0
IBM,2018-12-03,124.2227,123.8668,5843112.0
IBM,2018-12-04,123.0562,120.1995,6000697.0
IBM,2018-12-06,118.3412,122.4829,6938049.0
IBM,2018-12-07,122.473,117.9656,7019616.0
IBM,2018-12-10,118.361,119.7349,6549506.0
IBM,2018-12-11,121.8305,119.4977,5043081.0
IBM,2018-12-12,121.0991,119.7646,3560790.0
IBM,2018-12-13,119.8634,119.3396,3993597.0
IBM,2018-12-14,118.1237,118.5191,4554204.0
IBM,2018-12-17,117.6987,114.7629,7374476.0
IBM,2018-12-18,115.5537,115.3065,6290186.0
IBM,2018-12-19,115.8008,115.0891,6979823.0
IBM,2018-12-20,114.3675,111.7183,8454350.0
IBM,2018-12-21,111.2043,109.6623,10386453.0
IBM,2018-12-24,108.6343,106.3311,3821376.0
IBM,2018-12-26,106.7562,110.1071,6645794.0
IBM,2018-12-27,108.7232,112.4696,6045590.0
IBM,2018-12-28,112.9045,111.7282,5117533.0
IBM,2018-12-31,112.0248,112.3609,4982755.0
IBM,2019-01-02,110.72,113.8831,4239924.0
IBM,2019-01-03,113.211,111.6096,4346659.0
IBM,2019-01-04,113.5866,115.9688,4477755.0
IBM,2019-01-07,116.1468,116.7893,3751204.0
IBM,2019-01-08,118.2819,118.4499,4763636.0
IBM,2019-01-09,119.5175,119.3,3633663.0
IBM,2019-01-10,118.697,120.3873,3909971.0
IBM,2019-01-11,120.1798,120.0611,3722370.0
IBM,2019-01-14,119.1221,119.0035,5228909.0
IBM,2019-01-15,119.5669,120.328,3507719.0
IBM,2019-01-16,120.1798,120.2193,3841100.0
IBM,2019-01-17,119.1715,120.7827,5029871.0
IBM,2019-01-18,121.8503,122.394,6008509.0
IBM,2019-01-22,121.88,121.1089,10052384.0
IBM,2019-01-23,129.857,131.3595,22063666.0
IBM,2019-01-24,131.1025,131.0037,6322928.0
IBM,2019-01-25,131.3397,132.4271,5708500.0
IBM,2019-01-28,131.5671,132.7236,5357736.0
IBM,2019-01-29,132.7434,132.7829,5037129.0
IBM,2019-01-30,132.4567,132.8323,4500919.0
IBM,2019-01-31,132.9015,132.8719,4884031.0
IBM,2019-02-01,133.4156,132.5556,3806047.0
IBM,2019-02-04,132.4765,133.633,3966597.0
IBM,2019-02-05,133.722,133.9889,5398907.0
IBM,2019-02-06,133.6627,134.75,4879670.0
IBM,2019-02-07,133.55,133.19,4379439.0
IBM,2019-02-08,132.34,133.71,3250074.0
IBM,2019-02-11,134.29,133.99,3095069.0
IBM,2019-02-12,135.15,136.05,3317161.0
IBM,2019-02-13,136.92,137.52,4253042.0
IBM,2019-02-14,137.17,136.48,2789839.0
IBM,2019-02-15,137.58,138.03,3844062.0
IBM,2019-02-19,137.81,138.7,3385675.0
IBM,2019-02-20,138.76,138.0,3801979.0
IBM,2019-02-21,137.82,137.84,2937467.0
IBM,2019-02-22,138.73,139.25,3113698.0
IBM,2019-02-25,140.0,139.46,3194161.0
IBM,2019-02-26,139.67,139.72,3060381.0
IBM,2019-02-27,139.25,139.17,2530968.0
IBM,2019-02-28,138.77,138.13,3457788.0
IBM,2019-03-01,139.31,139.2,3030044.0
IBM,2019-03-04,139.99,138.43,3407217.0
IBM,2019-03-05,138.37,137.88,4250650.0
IBM,2019-03-06,138.12,136.98,2768256.0
IBM,2019-03-07,136.61,135.36,4358802.0
IBM,2019-03-08,134.21,135.09,3773722.0
IBM,2019-03-11,136.03,137.71,3939517.0
IBM,2019-03-12,138.52,138.28,3954653.0
IBM,2019-03-13,138.05,138.56,3173179.0
IBM,2019-03-14,138.51,138.79,2738790.0
IBM,2019-03-15,139.37,139.43,7153687.0
IBM,2019-03-18,139.83,140.21,3268510.0
IBM,2019-03-19,140.96,140.49,3482336.0
IBM,2019-03-20,140.53,139.6,3649455.0
IBM,2019-03-21,139.1,141.44,3605420.0
IBM,2019-03-22,140.97,139.45,3877616.0
ATUS,2018-01-02,19.1076,19.2693,2495733.0
ATUS,2018-01-03,19.4131,19.476,2090185.0
ATUS,2018-01-04,19.4041,19.3502,1841080.0
ATUS,2018-01-05,19.3412,19.0896,1045408.0
ATUS,2018-01-08,19.1435,18.9548,823091.0
ATUS,2018-01-09,21.3634,20.7703,11592731.0
ATUS,2018-01-10,20.4377,20.4467,3023611.0
ATUS,2018-01-11,20.3119,20.7882,4018891.0
ATUS,2018-01-12,20.7882,20.9141,2682086.0
ATUS,2018-01-16,20.8601,20.1501,2206326.0
ATUS,2018-01-17,20.0243,19.6468,3476587.0
ATUS,2018-01-18,19.6288,19.6378,2985756.0
ATUS,2018-01-19,19.53,19.1435,2751645.0
ATUS,2018-01-22,18.9817,19.6828,2603208.0
ATUS,2018-01-23,20.4647,20.5186,3637205.0
ATUS,2018-01-24,20.5366,20.4557,1783887.0
ATUS,2018-01-25,20.5096,20.1142,1282236.0
ATUS,2018-01-26,20.2849,20.231,1297646.0
ATUS,2018-01-29,20.1142,20.1681,1594133.0
ATUS,2018-01-30,20.1321,19.6019,1579985.0
ATUS,2018-01-31,19.6738,19.2963,2057098.0
ATUS,2018-02-01,19.3682,19.3682,1471049.0
ATUS,2018-02-02,19.1974,19.1884,1650876.0
ATUS,2018-02-05,18.9997,18.5863,2265842.0
ATUS,2018-02-06,18.092,18.5054,2580817.0
ATUS,2018-02-07,18.5234,18.3436,1966990.0
ATUS,2018-02-08,18.4874,17.7684,1775436.0
ATUS,2018-02-09,17.8583,17.2651,2099323.0
ATUS,2018-02-12,17.4449,17.6426,1047823.0
ATUS,2018-02-13,17.4718,17.5617,1724327.0
ATUS,2018-02-14,17.4808,17.9482,1306553.0
ATUS,2018-02-15,18.074,18.2088,994472.0
ATUS,2018-02-16,18.1908,17.8044,1359343.0
ATUS,2018-02-20,17.8673,17.2112,1541634.0
ATUS,2018-02-21,17.1123,16.8876,1437893.0
ATUS,2018-02-22,16.9865,16.6809,1245994.0
ATUS,2018-02-23,16.6809,17.31,1124168.0
ATUS,2018-02-26,17.4628,17.2471,1111555.0
ATUS,2018-02-27,17.2921,16.609,1737200.0
ATUS,2018-02-28,16.627,16.3574,2853580.0
ATUS,2018-03-01,16.3574,16.8157,1789633.0
ATUS,2018-03-02,16.5371,17.337,2087971.0
ATUS,2018-03-05,17.2741,18.1459,2492884.0
ATUS,2018-03-06,18.3256,18.1998,1430512.0
ATUS,2018-03-07,18.1908,18.4874,2207044.0
ATUS,2018-03-08,18.3796,18.3526,883069.0
ATUS,2018-03-09,18.5593,18.1639,1497453.0
ATUS,2018-03-12,18.056,17.8942,1619828.0
ATUS,2018-03-13,19.1884,18.1998,2970483.0
ATUS,2018-03-14,18.0111,17.8493,2198864.0
ATUS,2018-03-15,17.9122,17.7594,1318138.0
ATUS,2018-03-16,17.8223,18.4245,2689139.0
ATUS,2018-03-19,18.2627,18.0201,1356447.0
ATUS,2018-03-20,18.1549,17.7055,2039321.0
ATUS,2018-03-21,17.7055,17.9122,1127921.0
ATUS,2018-03-22,17.7954,17.328,1297630.0
ATUS,2018-03-23,17.373,16.7079,1309279.0
ATUS,2018-03-26,16.7708,16.1776,3950983.0
ATUS,2018-03-27,16.4293,16.1057,2711673.0
ATUS,2018-03-28,16.1147,16.3484,1519653.0
ATUS,2018-03-29,16.4472,16.609,1961467.0
ATUS,2018-04-02,16.5551,16.4382,650053.0
ATUS,2018-04-03,17.0314,16.627,2531283.0
ATUS,2018-04-04,16.3753,16.7169,1088183.0
ATUS,2018-04-05,16.6629,16.8157,1489177.0
ATUS,2018-04-06,16.7978,16.627,942385.0
ATUS,2018-04-09,17.0314,16.7438,864089.0
ATUS,2018-04-10,16.8517,16.7798,1434252.0
ATUS,2018-04-11,16.8786,17.1033,1778822.0
ATUS,2018-04-12,17.0943,17.2202,1766298.0
ATUS,2018-04-13,17.346,17.3011,1547688.0
ATUS,2018-04-16,17.346,17.8133,2827789.0
ATUS,2018-04-17,17.7684,17.9212,2096079.0
ATUS,2018-04-18,17.9661,17.8852,1271555.0
ATUS,2018-04-19,17.8852,17.5707,1456262.0
ATUS,2018-04-20,17.6156,17.7414,573081.0
ATUS,2018-04-23,17.7504,17.8493,973622.0
ATUS,2018-04-24,17.7954,17.364,815430.0
ATUS,2018-04-25,17.364,17.4898,866043.0
ATUS,2018-04-26,17.4628,17.4359,789543.0
ATUS,2018-04-27,17.4449,15.8091,7522129.0
ATUS,2018-04-30,15.7642,16.0877,2234024.0
ATUS,2018-05-01,15.89,15.7192,1631988.0
ATUS,2018-05-02,15.7372,15.4047,2484225.0
ATUS,2018-05-03,15.3597,15.1261,1937690.0
ATUS,2018-05-04,15.0721,15.0991,2068368.0
ATUS,2018-05-07,15.0991,15.18,2924917.0
ATUS,2018-05-08,15.2159,14.7666,2829868.0
ATUS,2018-05-09,14.9014,15.0901,2823820.0
ATUS,2018-05-10,15.3777,16.2765,5494519.0
ATUS,2018-05-11,16.2046,16.3843,2014700.0
ATUS,2018-05-14,16.3663,16.9326,2684238.0
ATUS,2018-05-15,16.9775,17.5257,3581627.0
ATUS,2018-05-16,17.8493,18.1818,3929395.0
ATUS,2018-05-17,18.82,18.8739,5805888.0
ATUS,2018-05-18,18.9638,18.5953,6316087.0
ATUS,2018-05-21,18.083,17.7055,7784508.0
ATUS,2018-05-22,17.2112,17.0854,6105138.0
ATUS,2018-05-23,16.9236,16.8786,3963364.0
ATUS,2018-05-24,16.7528,16.6539,4748677.0
ATUS,2018-05-25,16.5101,16.609,3274167.0
ATUS,2018-05-29,17.1213,17.0494,4209537.0
ATUS,2018-05-30,17.2292,17.3909,3433837.0
ATUS,2018-05-31,17.4718,17.5797,4729075.0
ATUS,2018-06-01,17.6066,18.047,4458240.0
ATUS,2018-06-04,18.1908,17.9212,2687035.0
ATUS,2018-06-05,18.047,17.373,3320587.0
ATUS,2018-06-06,17.4898,18.065,10320265.0
ATUS,2018-06-07,18.4,17.64,4559779.0
ATUS,2018-06-08,17.52,17.74,17870495.0
ATUS,2018-06-11,17.54,17.9,12899597.0
ATUS,2018-06-12,17.72,17.7,11790305.0
ATUS,2018-06-13,17.6,17.66,13811237.0
ATUS,2018-06-14,17.66,17.98,13556810.0
ATUS,2018-06-15,17.81,17.79,12305379.0
ATUS,2018-06-18,17.62,17.32,5605426.0
ATUS,2018-06-19,17.06,17.1,6399455.0
ATUS,2018-06-20,17.11,17.51,8915328.0
ATUS,2018-06-21,17.06,16.95,9220239.0
ATUS,2018-06-22,16.98,17.14,8744663.0
ATUS,2018-06-25,16.91,16.78,3964799.0
ATUS,2018-06-26,16.8,16.89,5764462.0
ATUS,2018-06-27,16.92,17.06,9310606.0
ATUS,2018-06-28,16.84,16.57,7107572.0
ATUS,2018-06-29,16.58,17.06,6332340.0
ATUS,2018-07-02,17.0,16.98,4783921.0
ATUS,2018-07-03,17.0,16.95,1485290.0
ATUS,2018-07-05,16.95,17.6,6406901.0
ATUS,2018-07-06,17.59,18.42,9025017.0
ATUS,2018-07-09,18.86,18.9,10354868.0
ATUS,2018-07-10,18.9,18.86,6394447.0
ATUS,2018-07-11,18.8,18.41,5363743.0
ATUS,2018-07-12,18.45,18.96,5335476.0
ATUS,2018-07-13,18.7,18.87,3657590.0
ATUS,2018-07-16,18.86,18.33,4838645.0
ATUS,2018-07-17,18.19,17.89,3486558.0
ATUS,2018-07-18,17.89,17.86,7099002.0
ATUS,2018-07-19,17.73,17.64,2704374.0
ATUS,2018-07-20,17.64,17.27,1649099.0
ATUS,2018-07-23,17.28,16.99,2658049.0
ATUS,2018-07-24,17.02,16.76,5613002.0
ATUS,2018-07-25,16.69,16.5,6580765.0
ATUS,2018-07-26,16.5,16.7,6227753.0
ATUS,2018-07-27,16.75,16.68,4132281.0
ATUS,2018-07-30,16.65,16.35,5431322.0
ATUS,2018-07-31,16.38,17.13,8095256.0
ATUS,2018-08-01,17.13,17.03,4148128.0
ATUS,2018-08-02,16.95,16.56,5288362.0
ATUS,2018-08-03,16.58,17.25,7472472.0
ATUS,2018-08-06,17.15,17.73,8653411.0
ATUS,2018-08-07,17.79,17.37,3749749.0
ATUS,2018-08-08,17.29,17.03,2989154.0
ATUS,2018-08-09,16.96,17.58,4642170.0
ATUS,2018-08-10,17.45,17.33,2636800.0
ATUS,2018-08-13,17.25,17.29,2534377.0
ATUS,2018-08-14,17.29,17.74,3975158.0
ATUS,2018-08-15,17.59,17.35,3871453.0
ATUS,2018-08-16,17.4,17.67,2629751.0
ATUS,2018-08-17,17.46,17.5,2707256.0
ATUS,2018-08-20,17.51,18.12,3149920.0
ATUS,2018-08-21,18.08,18.65,7812757.0
ATUS,2018-08-22,18.57,18.15,3122772.0
ATUS,2018-08-23,18.09,17.99,1652710.0
ATUS,2018-08-24,17.97,18.05,5461969.0
ATUS,2018-08-27,18.18,18.04,2974107.0
ATUS,2018-08-28,18.15,18.04,2593417.0
ATUS,2018-08-29,18.03,18.09,4033205.0
ATUS,2018-08-30,18.0,17.85,2988416.0
ATUS,2018-08-31,17.89,17.92,3074438.0
ATUS,2018-09-04,17.84,17.93,4741754.0
ATUS,2018-09-05,17.84,17.89,3658256.0
ATUS,2018-09-06,17.82,17.39,3497897.0
ATUS,2018-09-07,17.21,17.97,6150041.0
ATUS,2018-09-10,18.03,18.4,9022025.0
ATUS,2018-09-11,18.32,18.47,5754655.0
ATUS,2018-09-12,18.44,18.75,6508120.0
ATUS,2018-09-13,18.78,19.1,9161978.0
ATUS,2018-09-14,19.1,19.0,4660591.0
ATUS,2018-09-17,19.06,19.12,4704892.0
ATUS,2018-09-18,19.09,18.99,7224577.0
ATUS,2018-09-19,19.15,18.96,12109112.0
ATUS,2018-09-20,19.12,19.21,10490108.0
ATUS,2018-09-21,19.25,19.16,8636799.0
ATUS,2018-09-24,19.08,18.65,7129729.0
ATUS,2018-09-25,18.66,18.6,5535174.0
ATUS,2018-09-26,18.51,18.32,3289529.0
ATUS,2018-09-27,18.28,18.0,7629749.0
ATUS,2018-09-28,17.93,18.14,8669406.0
ATUS,2018-10-01,18.21,17.98,3904438.0
ATUS,2018-10-02,17.94,18.25,5102313.0
ATUS,2018-10-03,18.36,18.33,3605943.0
ATUS,2018-10-04,18.29,18.43,4763500.0
ATUS,2018-10-05,18.48,17.76,4985008.0
ATUS,2018-10-08,17.62,18.11,4594615.0
ATUS,2018-10-09,18.11,18.51,2331835.0
ATUS,2018-10-10,18.47,17.9,3439296.0
ATUS,2018-10-11,17.85,17.54,5336967.0
ATUS,2018-10-12,17.88,17.93,5447783.0
ATUS,2018-10-15,17.91,18.35,4120872.0
ATUS,2018-10-16,18.39,18.74,4606898.0
ATUS,2018-10-17,18.74,18.62,2665618.0
ATUS,2018-10-18,18.53,18.22,2202218.0
ATUS,2018-10-19,18.21,18.08,3783692.0
ATUS,2018-10-22,18.15,17.79,2836948.0
ATUS,2018-10-23,17.52,17.46,3606566.0
ATUS,2018-10-24,17.47,15.92,7390061.0
ATUS,2018-10-25,16.25,16.38,5426620.0
ATUS,2018-10-26,15.93,15.2,8889344.0
ATUS,2018-10-29,15.44,14.61,7152379.0
ATUS,2018-10-30,14.61,15.37,5400738.0
ATUS,2018-10-31,15.63,16.31,5358252.0
ATUS,2018-11-01,16.33,16.75,3315591.0
ATUS,2018-11-02,16.84,16.37,3605379.0
ATUS,2018-11-05,16.39,16.7,5502476.0
ATUS,2018-11-06,17.96,17.9,14181233.0
