company_name,link,ticker
Family Dollar,https://www.thelayoff.com//family-dollar-stores,FDO
FamilyCare Health,https://www.thelayoff.com//familycare-health,
Famous Dave's of America Inc.,https://www.thelayoff.com//famous-dave-s-of-america,DAVE
Faneuil,https://www.thelayoff.com//faneuil,
Fannett-Metal School District,https://www.thelayoff.com//fannett-metal-sd-school-district,
Fannie Mae,https://www.thelayoff.com//fannie-mae,FNM
Fannin County,https://www.thelayoff.com//fannin-ga,
Fannin County School District,https://www.thelayoff.com//fannin-county-school-district,
"Fannin County, TX",https://www.thelayoff.com//fannin-tx,
Fannin Regional Hospital,https://www.thelayoff.com//fannin-regional-hospital,
Fannindel Independent School District,https://www.thelayoff.com//fannindel-isd-school-district,
Fanshawe School District,https://www.thelayoff.com//fanshawe-school-district,
Fantasy Interactive Inc,https://www.thelayoff.com//fantasy-interactive-inc,
Fargo 1 School District,https://www.thelayoff.com//fargo-1-school-district,
Fargo School District,https://www.thelayoff.com//fargo-school-district,
Faribault County,https://www.thelayoff.com//faribault,
Faribault Public School District,https://www.thelayoff.com//faribault-public-school-district,
Farm Fresh,https://www.thelayoff.com//farm-fresh,
Farmer Bros. Co.,https://www.thelayoff.com//farmer-bros,FARM
Farmers Capital Bank Corp.,https://www.thelayoff.com//farmers-capital-bank,FFKT
Farmers Insurance,https://www.thelayoff.com//farmers,
Farmers National Banc Corp.,https://www.thelayoff.com//farmers-national-banc,FMNB
Farmersville Independent School District,https://www.thelayoff.com//farmersville-isd-school-district,
Farmersville Unified School District,https://www.thelayoff.com//farmersville-unified-school-district,
Farmingdale Public School District,https://www.thelayoff.com//farmingdale-public-school-district,
Farmingdale Union Free School District,https://www.thelayoff.com//farmingdale-union-free-school-district,
Farmington Central CUSD 265,https://www.thelayoff.com//farmington-central-cusd-265-school-district,
Farmington Municipal Schools,https://www.thelayoff.com//farmington-municipal-schools-school-district,
Farmington Public School District,https://www.thelayoff.com//farmington-public-school-district,
Farmington R-Vii School District,https://www.thelayoff.com//farmington-r-vii-school-district,
Farmington School District,https://www.thelayoff.com//farmington-school-district,
Farmland Partners Inc.,https://www.thelayoff.com//farmland-partners,FPI
Farrell Area School District,https://www.thelayoff.com//farrell-area-sd-school-district,
Farrington CCSD 99,https://www.thelayoff.com//farrington-ccsd-99-school-district,
Farwell Area Schools,https://www.thelayoff.com//farwell-area-schools-school-district,
Farwell Independent School District,https://www.thelayoff.com//farwell-isd-school-district,
Farylrobin Footwear,https://www.thelayoff.com//farylrobin-footwear,
Fashion Institute of Design and Merchandising,https://www.thelayoff.com//fashion-institute-of-design-and-merchandising,
Fashion Institute of Technology/State University of New York,https://www.thelayoff.com//fitsuny,
FashionGo,https://www.thelayoff.com//fashiongo,
Fast Switch,https://www.thelayoff.com//fast-switch,
Fast Trac Transportation,https://www.thelayoff.com//fast-trac-transportation,
Fast Transact,https://www.thelayoff.com//fast-transact,
Fastenal Co.,https://www.thelayoff.com//fastenal,FAST
Fasteners Inc. Southwestern Supply,https://www.thelayoff.com//fasteners-inc-southwestern-supply,
Fat Brain Toys,https://www.thelayoff.com//fat-brain-toys,
FatPipe Networks,https://www.thelayoff.com//fatpipe-networks,
Fate Therapeutics Inc.,https://www.thelayoff.com//fate-therapeutics,FATE
Faulk County,https://www.thelayoff.com//faulk,
Faulkner County,https://www.thelayoff.com//faulkner-ar,
Faulkner University,https://www.thelayoff.com//faulkner,
Faulkton Area Medical Center,https://www.thelayoff.com//faulkton-area-medical-center,
Faulkton Area Schools 24-4,https://www.thelayoff.com//faulkton-area-schools-24-4-school-district,
Fauquier Bankshares Inc.,https://www.thelayoff.com//fauquier-bankshares,FBSS
Fauquier County,https://www.thelayoff.com//fauquier,
Fauquier County Public Schools,https://www.thelayoff.com//fauquier-co-pblc-schs-school-district,
Fauquier Hospital,https://www.thelayoff.com//fauquier-hospital,
Favrille Inc.,https://www.thelayoff.com//favrille,FVRL
Fawcett Memorial Hospital,https://www.thelayoff.com//fawcett-memorial-hospital,
Faxton - St Luke's Healthcare,https://www.thelayoff.com//faxton-st-lukes-healthcare,
Fayette County,https://www.thelayoff.com//fayette-al,
Fayette County Hospital,https://www.thelayoff.com//fayette-county-hospital,
Fayette County Memorial Hospital,https://www.thelayoff.com//fayette-county-memorial-hospital,
Fayette County School Corporation,https://www.thelayoff.com//fayette-county-school-corporation-school-district,
Fayette County School District,https://www.thelayoff.com//fayette-county-school-district,
Fayette County Schools,https://www.thelayoff.com//fayette-county-schools-school-district,
"Fayette County, GA",https://www.thelayoff.com//fayette-ga,
"Fayette County, IA",https://www.thelayoff.com//fayette-ia,
"Fayette County, IL",https://www.thelayoff.com//fayette-il,
"Fayette County, IN",https://www.thelayoff.com//fayette-in,
"Fayette County, KY",https://www.thelayoff.com//fayette-ky,
"Fayette County, OH",https://www.thelayoff.com//fayette-oh,
"Fayette County, PA",https://www.thelayoff.com//fayette-pa,
"Fayette County, TN",https://www.thelayoff.com//fayette-tn,
"Fayette County, TX",https://www.thelayoff.com//fayette-tx,
"Fayette County, WV",https://www.thelayoff.com//fayette-wv,
Fayette Local School District,https://www.thelayoff.com//fayette-local-school-district,
Fayette Medical Center,https://www.thelayoff.com//fayette-medical-center,
Fayette Public Schools,https://www.thelayoff.com//fayette-public-schools-school-district,
Fayette R-Iii School District,https://www.thelayoff.com//fayette-r-iii-school-district,
Fayette Regional Health System,https://www.thelayoff.com//fayette-regional-health-system,
Fayetteville Independent School District,https://www.thelayoff.com//fayetteville-isd-school-district,
Fayetteville School District,https://www.thelayoff.com//fayetteville-school-district,
Fayetteville State University,https://www.thelayoff.com//fsu,
Fayetteville-Manlius Central School District,https://www.thelayoff.com//fayetteville-manlius-central-school-district,
Fayetteville-Perry Local School District,https://www.thelayoff.com//fayetteville-perry-local-school-district,
Feather Falls Union Elementary School District,https://www.thelayoff.com//feather-falls-union-elementary-school-district,
Feather River Hospital,https://www.thelayoff.com//feather-river-hospital,
FedConcepts,https://www.thelayoff.com//fedconcepts,
FedEx Corp.,https://www.thelayoff.com//fedex,FDX
FedFirst Financial Corp.,https://www.thelayoff.com//fedfirst-financial,FFCO
Federal Agricultural Mortgage Corp.,https://www.thelayoff.com//federal-agricultural-mortgage,AGM
Federal Hocking Local,https://www.thelayoff.com//federal-hocking-local-school-district,
Federal Realty Investment Trust,https://www.thelayoff.com//federal-realty-investment-trust,FRT
Federal Signal Corp.,https://www.thelayoff.com//federal-signal,FSS
Federal Trust Corp.,https://www.thelayoff.com//federal-trust,FDT
Federal Way School District,https://www.thelayoff.com//federal-way-school-district,
Federal-Mogul,https://www.thelayoff.com//federal-mogul-holdings,FDML
Federated Investors Inc.,https://www.thelayoff.com//federated-investors,FII
Federated National Holding Co.,https://www.thelayoff.com//federated-national-holding-co,FNHC
Felcor Lodging Trust Inc.,https://www.thelayoff.com//felcor-lodging-trust,FCH
Feldman Mall Properties Inc.,https://www.thelayoff.com//feldman-mall-properties,FMP
Felician College,https://www.thelayoff.com//fc,
Felicity-Franklin Local School District,https://www.thelayoff.com//felicity-franklin-local-school-district,
Felt School District,https://www.thelayoff.com//felt-school-district,
Female Health Co.,https://www.thelayoff.com//female-health,FHC
Female Health Co.,https://www.thelayoff.com//female-health-co,FHCO
Fender,https://www.thelayoff.com//fender,
Fenix Parts Inc.,https://www.thelayoff.com//fenix-parts,FENX
Fennimore Community School District,https://www.thelayoff.com//fennimore-community-school-district,
Fennville Public Schools,https://www.thelayoff.com//fennville-public-schools-school-district,
Fenton Area Public Schools,https://www.thelayoff.com//fenton-area-public-schools-school-district,
Fenton Chsd 100,https://www.thelayoff.com//fenton-chsd-100-school-district,
Fentress County,https://www.thelayoff.com//fentress,
Fentress County School District,https://www.thelayoff.com//fentress-county-school-district,
Fergus County,https://www.thelayoff.com//fergus,
Fergus Falls Public School District,https://www.thelayoff.com//fergus-falls-public-school-district,
