date_rpt,company,ticker,EPS_est,EPS_act,suprise
2018-01-02,Veru Inc,VERU,-0.03,-0.08,-166.67
2018-01-03,Rite Aid Corp,RAD,-0.02,N/A,+100
2018-01-03,Resources Connection Inc,RECN,0.2,0.25,+25
2018-01-03,Landec Corp,LNDC,0.01,0.02,+100
2018-01-03,UniFirst Corp,UNF,1.41,1.67,+18.44
2018-01-03,China HGS Real Estate Inc,HGSH,N/A,N/A,N/A
2018-01-03,Neogen Corp,NEOG,0.26,0.33,+26.92
2018-01-03,Commercial Metals Co,CMC,0.17,0.31,+82.35
2018-01-03,Trimedyne Inc,TMED,N/A,N/A,N/A
2018-01-04,Walgreens Boots Alliance Inc,WBA,1.26,1.28,+1.59
2018-01-04,AEHR Test Systems,AEHR,N/A,0.02,N/A
2018-01-04,AngioDynamics Inc,ANGO,0.16,0.16,N/A
2018-01-04,National American University Holdings Inc,NAUH,N/A,N/A,N/A
2018-01-04,BioLife Solutions Inc,BLFS,-0.05,N/A,N/A
2018-01-04,Park Electrochemical Corp,PKE,0.13,0.06,-53.85
2018-01-04,EACO Corp,EACO,N/A,N/A,N/A
2018-01-04,Franklin Covey Co,FC,-0.33,-0.17,+48.48
2018-01-04,Lamb Weston Holdings Inc,LW,0.53,0.54,+1.89
2018-01-04,Nephros Inc,NEPH,N/A,N/A,N/A
2018-01-04,RPM International Inc,RPM,0.59,0.7,+18.64
2018-01-04,PriceSmart Inc,PSMT,0.85,0.74,-12.94
2018-01-05,Constellation Brands Inc,STZ,1.89,2,+5.82
2018-01-05,Core-Mark Holding Company Inc,CORE,0.29,0.33,+13.79
2018-01-05,Greenbrier Companies Inc,GBX,0.93,0.83,-10.75
2018-01-05,Hurco Companies Inc,HURC,N/A,N/A,N/A
2018-01-05,Shiloh Industries Inc,SHLO,0.19,0.13,-31.58
2018-01-05,Obalon Therapeutics Inc,OBLN,-0.46,-0.6,-30.43
2018-01-05,Nutriband Inc,NTRB,N/A,N/A,N/A
2018-01-06,Vistra Energy Corp,VST,0.22,0.18,-18.18
2018-01-08,AMAG Pharmaceuticals Inc,AMAG,-0.43,0.1,+123.26
2018-01-08,Lululemon Athletica Inc,LULU,0.52,0.56,+7.69
2018-01-08,Computer Services Inc,CSVI,N/A,N/A,N/A
2018-01-08,Nevro Corp,NVRO,-0.14,-0.15,-7.14
2018-01-08,Cytosorbents Corp,CTSO,-0.1,-0.11,-10
2018-01-08,Limoneira Co,LMNR,-0.2,-0.19,+5
2018-01-08,Exact Sciences Corp,EXAS,-0.24,-0.18,+25
2018-01-08,Environmental Tectonics Corp,ETCC,N/A,N/A,N/A
2018-01-08,Denny's Corp,DENN,0.16,0.18,+12.5
2018-01-08,DexCom Inc,DXCM,0.03,0.1,+233.33
2018-01-08,GoPro Inc,GPRO,-0.11,-0.3,-172.73
2018-01-08,Helen of Troy Ltd,HELE,2.12,2.52,+18.87
2018-01-08,Inovalon Holdings Inc,INOV,0.07,0.06,-14.29
2018-01-08,NanoString Technologies Inc,NSTG,-0.42,-0.34,+19.05
2018-01-08,PTC Therapeutics Inc,PTCT,-0.14,0.03,+121.43
2018-01-08,NuVasive Inc,NUVA,0.56,0.56,N/A
2018-01-08,Seagate Technology PLC,STX,1.35,1.48,+9.63
2018-01-09,WD-40 Co,WDFC,0.83,0.9,+8.43
2018-01-09,Acuity Brands Inc,AYI,2.1,1.94,-7.62
2018-01-09,Stryker Corp,SYK,1.95,1.96,+0.51
2018-01-09,Simply Good Foods Co,SMPL,0.15,0.14,-6.67
2018-01-09,Enservco Corp,ENSV,N/A,-0.04,N/A
2018-01-09,SYNNEX Corp,SNX,2.68,2.79,+4.1
2018-01-09,Tandem Diabetes Care Inc,TNDM,-1.3,-1.22,+6.15
2018-01-09,GenMark Diagnostics Inc,GNMK,-0.26,-0.26,N/A
2018-01-09,Globus Medical Inc,GMED,0.35,0.38,+8.57
2018-01-09,Otonomy Inc,OTIC,N/A,N/A,N/A
2018-01-09,Orthofix International NV,OFIX,0.5,0.52,+4
2018-01-09,Schnitzer Steel Industries Inc,SCHN,0.61,0.63,+3.28
2018-01-09,TSR Inc,TSRI,N/A,N/A,N/A
2018-01-09,Simulations Plus Inc,SLP,0.09,0.1,+11.11
2018-01-09,Novocure Ltd,NVCR,-0.11,-0.12,-9.09
2018-01-10,Kush Bottles Inc,KSHB,N/A,0.01,N/A
2018-01-10,VOXX International Corp,VOXX,0.14,0.37,+164.29
2018-01-10,Lennar Corp,LEN,1.48,1.29,-12.84
2018-01-10,MSC Industrial Direct Co Inc,MSM,1.06,1.05,-0.94
2018-01-10,SemiLEDs Corp,LEDS,N/A,N/A,N/A
2018-01-10,Progress Software Corp,PRGS,0.61,0.67,+9.84
2018-01-10,KB Home,KBH,0.77,0.84,+9.09
2018-01-10,Intuitive Surgical Inc,ISRG,2.27,2.54,+11.89
2018-01-10,Netscout Systems Inc,NTCT,0.67,0.69,+2.99
2018-01-10,InspireMD Inc,NSPR,N/A,N/A,N/A
2018-01-11,Passur Aerospace Inc,PSSR,N/A,N/A,N/A
2018-01-11,Delta Air Lines Inc,DAL,0.88,0.96,+9.09
2018-01-11,Long Blockchain Corp,LBCC,N/A,N/A,N/A
2018-01-11,Bank of South Carolina,BKSC,N/A,N/A,N/A
2018-01-11,Northern Technologies International Corp,NTIC,N/A,N/A,N/A
2018-01-11,Saratoga Investment Corp,SAR,0.54,0.71,+31.48
2018-01-11,Skyline Corp,SKY,N/A,N/A,N/A
2018-01-11,Emmis Communications Corp,EMMS,N/A,N/A,N/A
2018-01-11,Richardson Electronics Ltd,RELL,-0.08,0.01,+112.5
2018-01-11,FuelCell Energy Inc,FCEL,-0.2,-0.17,+15
2018-01-12,BlackRock Inc,BLK,6.02,6.24,+3.65
2018-01-12,FRMO Corp,FRMO,N/A,N/A,N/A
2018-01-12,JPMorgan Chase & Co,JPM,1.69,1.76,+4.14
2018-01-12,Rocky Mountain Chocolate Factory Inc,RMCF,N/A,N/A,N/A
2018-01-12,Wells Fargo & Co,WFC,1.07,0.97,-9.35
2018-01-12,Rocky Mountain Chocolate Factory Inc,RMCF,N/A,N/A,N/A
2018-01-12,Taylor Devices Inc,TAYD,N/A,N/A,N/A
2018-01-12,PNC Financial Services Group Inc,PNC,2.2,2.29,+4.09
2018-01-12,Sonic Foundry Inc,SOFO,N/A,N/A,N/A
2018-01-12,Volt Information Sciences Inc,VISI,N/A,N/A,N/A
2018-01-12,Loop Industries Inc,LOOP,N/A,N/A,N/A
2018-01-16,Aerohive Networks Inc,HIVE,N/A,0.01,N/A
2018-01-16,A10 Networks Inc,ATEN,N/A,N/A,N/A
2018-01-16,ADTRAN Inc,ADTN,-0.04,0.01,+125
2018-01-16,Kush Bottles Inc,KSHB,N/A,0.01,N/A
2018-01-16,Interactive Brokers Group Inc,IBKR,0.4,-0.02,-105
2018-01-16,Mercantile Bank Corp,MBWM,0.5,0.56,+12
2018-01-16,First Republic Bank,FRC,1.33,1.34,+0.75
2018-01-16,CSX Corp,CSX,0.56,0.64,+14.29
2018-01-16,Renasant Corp,RNST,0.62,0.63,+1.61
2018-01-16,Citigroup Inc,C,1.19,1.28,+7.56
2018-01-16,Comerica Inc,CMA,1.21,1.26,+4.13
2018-01-16,QEP Co Inc,QEPC,N/A,N/A,N/A
2018-01-16,Educational Development Corp,EDUC,N/A,N/A,N/A
2018-01-16,Pinnacle Financial Partners Inc,PNFP,0.94,0.75,-20.21
2018-01-16,UnitedHealth Group Inc,UNH,2.52,2.59,+2.78
2018-01-16,IHS Markit Ltd,INFO,0.51,0.52,+1.96
2018-01-17,Alcoa Corp,AA,1.22,1.04,-14.75
2018-01-17,Bank of America Corp,BAC,0.44,0.48,+9.09
2018-01-17,Community Trust Bancorp Inc,CTBI,0.75,0.72,-4
2018-01-17,Century Bancorp Inc,CNBKA,N/A,N/A,N/A
2018-01-17,U.S. Bancorp,USB,0.87,0.88,+1.15
2018-01-17,Union Bankshares Inc,UNB,N/A,N/A,N/A
2018-01-17,First Bancorp Inc,FNLC,N/A,N/A,N/A
2018-01-17,Eagle Bancorp Inc,EGBN,0.88,0.88,N/A
2018-01-17,Boston Private Financial Holdings Inc,BPFH,0.23,0.22,-4.35
2018-01-17,Plexus Corp,PLXS,0.8,0.75,-6.25
2018-01-17,Charles Schwab Corp,SCHW,0.41,0.44,+7.32
2018-01-17,Fastenal Co,FAST,0.45,0.45,N/A
2018-01-17,NVE Corp,NVEC,N/A,N/A,N/A
2018-01-17,SLM Corp,SLM,0.19,0.19,N/A
2018-01-17,Dana Inc,DAN,0.54,0.62,+14.81
2018-01-17,Washington Federal Inc,WAFD,0.51,0.59,+15.69
2018-01-17,Goldman Sachs Group Inc,GS,4.92,5.68,+15.45
2018-01-17,PTC Inc,PTC,0.3,0.31,+3.33
2018-01-17,Kinder Morgan Inc,KMI,0.18,0.21,+16.67
2018-01-17,Orbotech Ltd,ORBK,0.85,0.87,+2.35
2018-01-18,Atlassian Corp PLC,TEAM,N/A,N/A,N/A
2018-01-18,American Express Co,AXP,1.54,1.58,+2.6
2018-01-18,American National Bankshares Inc,AMNB,0.53,0.55,+3.77
2018-01-18,First Financial Bancorp,FFBC,0.4,0.45,+12.5
2018-01-18,Westamerica Bancorp,WABC,0.58,0.64,+10.34
2018-01-18,Commerce Bancshares Inc,CBSH,0.72,0.74,+2.78
2018-01-18,Home BancShares Inc,HOMB,0.34,0.35,+2.94
2018-01-18,BancFirst Corp,BANF,0.69,0.66,-4.35
2018-01-18,M&T Bank Corp,MTB,2.4,2.66,+10.83
2018-01-18,International Business Machines Corp,IBM,5.17,5.14,-0.58
2018-01-18,PacWest Bancorp,PACW,0.74,0.66,-10.81
2018-01-18,Independent Bank Corp,INDB,0.89,0.89,N/A
2018-01-18,BB&T Corp,BBT,0.79,0.83,+5.06
2018-01-18,J B Hunt Transport Services Inc,JBHT,0.93,0.87,-6.45
2018-01-18,Bank of New York Mellon Corp,BK,0.91,0.91,N/A
2018-01-18,Sandy Spring Bancorp Inc,SASR,0.58,0.65,+12.07
2018-01-18,Nicolet Bankshares Inc,NCBS,0.81,0.8,-1.23
2018-01-18,Signature Bank,SBNY,2.23,2.07,-7.17
2018-01-18,MGIC Investment Corp,MTG,0.28,0.43,+53.57
2018-01-18,Entegra Financial Corp,ENFC,0.37,0.33,-10.81
2018-01-18,Jewett-Cameron Trading Company Ltd,JCTCF,N/A,N/A,N/A
2018-01-18,MVC Capital Inc,MVC,0.03,0.09,+200
2018-01-18,ENB Financial Corp,ENBP,N/A,N/A,N/A
2018-01-18,Sono-Tek Corp,SOTK,N/A,N/A,N/A
2018-01-18,GATX Corp,GATX,0.73,0.68,-6.85
2018-01-18,Extraction Oil & Gas Inc,XOG,-0.01,-0.2,-1900
2018-01-18,Seychelle Environmental Technologies Inc,SYEV,N/A,N/A,N/A
2018-01-18,People's United Financial Inc,PBCT,0.27,0.31,+14.81
2018-01-18,Hingham Institution For Savings,HIFS,N/A,N/A,N/A
2018-01-18,GNC Holdings Inc,GNC,0.25,0.25,N/A
2018-01-18,WNS (Holdings) Ltd,WNS,0.5,0.66,+32
2018-01-18,PPG Industries Inc,PPG,1.18,1.19,+0.85
2018-01-18,Insteel Industries Inc,IIIN,0.22,0.23,+4.55
2018-01-18,KeyCorp,KEY,0.36,0.33,-8.33
2018-01-18,Mellanox Technologies Ltd,MLNX,0.68,0.82,+20.59
2018-01-18,Morgan Stanley,MS,0.77,0.84,+9.09
2018-01-19,1st Source Corp,SRCE,0.66,0.59,-10.61
2018-01-19,Arrow Financial Corp,AROW,0.56,0.5,-10.71
2018-01-19,AMCON Distributing Co,DIT,N/A,N/A,N/A
2018-01-19,Ames National Corp,ATLO,N/A,N/A,N/A
2018-01-19,Community Bancorp,CMTV,N/A,N/A,N/A
2018-01-19,Plumas Bancorp,PLBC,N/A,N/A,N/A
2018-01-19,Codorus Valley Bancorp Inc,CVLY,N/A,N/A,N/A
2018-01-19,Chino Commercial Bancorp,CCBC,N/A,N/A,N/A
2018-01-19,SunTrust Banks Inc,STI,1.05,1.09,+3.81
2018-01-19,Seacoast Commerce Banc Holdings,SCBH,N/A,N/A,N/A
2018-01-19,Guaranty Federal Bancshares Inc,GFED,0.38,0.38,N/A
2018-01-19,Wake Forest Bancshares Inc,WAKE,N/A,N/A,N/A
2018-01-19,Colony Bankcorp Inc,CBAN,N/A,N/A,N/A
2018-01-19,Oak Valley Bancorp,OVLY,N/A,N/A,N/A
2018-01-19,First Internet Bancorp,INBK,0.62,0.63,+1.61
2018-01-19,Virginia National Bankshares Corp,VABK,N/A,N/A,N/A
2018-01-19,Bassett Furniture Industries Inc,BSET,0.52,0.46,-11.54
2018-01-19,Bank of Commerce Holdings,BOCH,0.19,0.15,-21.05
2018-01-19,Sturgis Bancorp Inc,STBI,N/A,N/A,N/A
2018-01-19,First Horizon National Corp,FHN,0.3,0.3,N/A
2018-01-19,Kansas City Southern,KSU,1.37,1.38,+0.73
2018-01-19,Citizens & Northern Corp,CZNC,0.33,0.34,+3.03
2018-01-19,Citizens Financial Group Inc,CFG,0.67,0.71,+5.97
2018-01-19,First Community Corp,FCCO,0.24,0.23,-4.17
2018-01-19,Community Financial Corp,TCFC,0.56,0.54,-3.57
2018-01-19,Fidelity Southern Corp,LION,0.31,0.28,-9.68
2018-01-19,Citizens First Corp,CZFC,N/A,N/A,N/A
2018-01-19,Regions Financial Corp,RF,0.26,0.36,+38.46
2018-01-19,Synchrony Financial,SYF,0.63,0.7,+11.11
2018-01-19,Hanger Inc,HNGR,N/A,N/A,N/A
2018-01-19,Schlumberger NV,SLB,0.44,0.48,+9.09
2018-01-22,TD Ameritrade Holding Corp,AMTD,0.5,0.8,+60
2018-01-22,Bank of Hawaii Corp,BOH,1.07,1.09,+1.87
2018-01-22,Bank of Marin Bancorp,BMRC,0.85,0.8,-5.88
2018-01-22,Republic First Bancorp Inc,FRBK,0.04,0.04,N/A
2018-01-22,RBB Bancorp,RBB,0.39,0.43,+10.26
2018-01-22,Triumph Bancorp Inc,TBK,0.46,0.43,-6.52
2018-01-22,NBT Bancorp Inc,NBTB,0.52,0.5,-3.85
2018-01-22,Community Bank System Inc,CBU,0.71,0.64,-9.86
2018-01-22,Brown & Brown Inc,BRO,0.21,0.24,+14.29
2018-01-22,Opus Bank,OPB,0.38,0.26,-31.58
2018-01-22,Howard Bancorp Inc,HBMD,0.23,0.23,N/A
2018-01-22,Sierra Bancorp,BSRR,0.4,0.44,+10
2018-01-22,TrustCo Bank Corp N Y,TRST,0.12,0.13,+8.33
2018-01-22,Timberland Bancorp Inc,TSBK,N/A,N/A,N/A
2018-01-22,Peoples Bancorp of North Carolina Inc,PEBK,N/A,N/A,N/A
2018-01-22,Preferred Bank,PFBC,0.88,0.97,+10.23
2018-01-22,Zions Bancorp,ZION,0.73,0.8,+9.59
2018-01-22,Northwest Bancshares Inc,NWBI,0.22,0.19,-13.64
2018-01-22,ServisFirst Bancshares Inc,SFBS,0.48,0.45,-6.25
2018-01-22,First Defiance Financial Corp,FDEF,0.44,0.45,+2.27
2018-01-22,Simmons First National Corp,SFNC,0.44,0.41,-6.82
2018-01-22,Fulton Financial Corp,FULT,0.28,0.28,N/A
2018-01-22,Enterprise Financial Services Corp,EFSC,0.77,0.84,+9.09
2018-01-22,Park National Corp,PRK,1.5,1.48,-1.33
2018-01-22,Halliburton Co,HAL,0.46,0.53,+15.22
2018-01-22,Wintrust Financial Corp,WTFC,1.13,1.02,-9.73
2018-01-22,WSFS Financial Corp,WSFS,0.67,0.71,+5.97
2018-01-22,Steel Dynamics Inc,STLD,0.51,0.54,+5.88
2018-01-22,Petmed Express Inc,PETS,0.32,0.44,+37.5
2018-01-22,HomeStreet Inc,HMST,0.43,0.4,-6.98
2018-01-22,Netflix Inc,NFLX,0.41,0.41,N/A
2018-01-22,ResMed Inc,RMD,0.78,1,+28.21
2018-01-22,ShiftPixy Inc,PIXY,N/A,N/A,N/A
2018-01-22,Woodward Inc,WWD,0.62,0.53,-14.52
2018-01-22,Sify Technologies Ltd,SIFY,N/A,N/A,N/A
2018-01-22,Wynn Resorts Ltd,WYNN,1.38,1.4,+1.45
2018-01-23,Accuray Inc,ARAY,-0.1,-0.06,+40
2018-01-23,Tortoise Power and Energy Infrastructure Fund Inc,TPZ,N/A,N/A,N/A
2018-01-23,Allegheny Technologies Inc,ATI,0.1,0.27,+170
2018-01-23,Southern Missouri Bancorp Inc,SMBC,0.68,0.64,-5.88
2018-01-23,Capital City Bank Group Inc,CCBG,0.24,0.24,N/A
2018-01-23,United Community Banks Inc,UCBI,0.41,0.42,+2.44
2018-01-23,Peoples Bancorp Inc,PEBO,0.49,0.49,N/A
2018-01-23,Meridian Bancorp Inc,EBSB,0.23,0.3,+30.43
2018-01-23,BancorpSouth Inc,BXS,0.41,N/A,N/A
2018-01-23,Flagstar Bancorp Inc,FBC,0.56,0.6,+7.14
2018-01-23,Old National Bancorp,ONB,0.24,0.22,-8.33
2018-01-23,United Financial Bancorp Inc,UBNK,0.3,0.28,-6.67
2018-01-23,Fifth Third Bancorp,FITB,0.48,0.48,N/A
2018-01-23,Bright Scholar Education Holdings Ltd,BEDU,0.17,0.16,-5.88
2018-01-23,Sterling Bancorp,STL,0.38,0.39,+2.63
2018-01-23,Great Southern Bancorp Inc,GSBC,0.83,0.89,+7.23
2018-01-23,Huntington Bancshares Inc,HBAN,0.26,0.26,N/A
2018-01-23,First Community Bancshares Inc,FCBC,0.45,0.45,N/A
2018-01-23,Union Bankshares Corp,UBSH,0.49,0.49,N/A
2018-01-23,BankUnited Inc,BKU,0.62,0.86,+38.71
2018-01-23,Webster Financial Corp,WBS,0.67,0.65,-2.99
2018-01-23,Umpqua Holdings Corp,UMPQ,0.3,0.28,-6.67
2018-01-23,United Continental Holdings Inc,UAL,1.34,1.4,+4.48
2018-01-23,State Street Corp,STT,1.7,1.83,+7.65
2018-01-23,Sharps Compliance Corp,SMED,0.02,0.01,-50
2018-01-23,UMB Financial Corp,UMBF,0.94,1.01,+7.45
2018-01-23,Travelers Companies Inc,TRV,1.51,2.28,+50.99
2018-01-23,Procter & Gamble Co,PG,1.14,1.19,+4.39
2018-01-23,HB Fuller Co,FUL,0.85,0.75,-11.76
2018-01-23,Capital One Financial Corp,COF,1.88,1.59,-15.43
2018-01-23,City Holding Co,CHCO,0.97,0.62,-36.08
2018-01-23,FB Financial Corp,FBK,0.53,0.6,+13.21
2018-01-23,Chemical Financial Corp,CHFC,0.83,0.85,+2.41
2018-01-23,Waters Corp,WAT,2.44,2.51,+2.87
2018-01-23,Kimberly-Clark Corp,KMB,1.55,1.57,+1.29
2018-01-23,Cree Inc,CREE,0.01,-0.01,-200
2018-01-23,Navient Corp,NAVI,0.42,0.43,+2.38
2018-01-23,Southwest Georgia Financial Corp,SGB,N/A,N/A,N/A
2018-01-23,Costamare Inc,CMRE,0.15,0.17,+13.33
2018-01-23,Synovus Financial Corp,SNV,0.67,0.7,+4.48
2018-01-23,Verizon Communications Inc,VZ,0.88,0.86,-2.27
2018-01-23,Trustmark Corp,TRMK,0.47,0.48,+2.13
2018-01-23,First Commonwealth Financial Corp,FCF,0.21,0.21,N/A
2018-01-23,South State Corp,SSB,1.21,1.3,+7.44
2018-01-23,F.N.B. Corp,FNB,0.24,0.24,N/A
2018-01-23,Hanmi Financial Corp,HAFC,0.48,0.48,N/A
2018-01-23,Ecolab Inc,ECL,1.39,1.39,N/A
2018-01-23,New Oriental Education & Technology Group Inc,EDU,0.11,0.09,-18.18
2018-01-23,Finjan Holdings Inc,FNJN,0.32,0.39,+21.88
2018-01-23,LegacyTexas Financial Group Inc,LTXB,0.62,0.6,-3.23
2018-01-23,Rapid7 Inc,RPD,-0.18,-0.17,+5.56
2018-01-23,TESSCO Technologies Inc,TESS,0.25,0.19,-24
2018-01-23,Texas Instruments Inc,TXN,1.09,1.09,N/A
2018-01-23,Total System Services Inc,TSS,0.79,0.82,+3.8
2018-01-23,WesBanco Inc,WSBC,0.61,0.65,+6.56
2018-01-23,Prologis Inc,PLD,0.34,0.55,+61.76
2018-01-23,Mercury Systems Inc,MRCY,0.3,0.28,-6.67
2018-01-23,Popular Inc,BPOP,0.65,0.64,-1.54
2018-01-23,Johnson & Johnson,JNJ,1.72,1.74,+1.16
2018-01-24,Aspen Technology Inc,AZPN,0.5,0.59,+18
2018-01-24,Amphenol Corp,APH,0.82,0.93,+13.41
2018-01-24,Ethan Allen Interiors Inc,ETH,0.52,0.53,+1.92
2018-01-24,Universal Stainless & Alloy Products Inc,USAP,0.06,0.03,-50
2018-01-24,Audiocodes Ltd,AUDC,0.12,0.12,N/A
2018-01-24,Tortoise Power and Energy Infrastructure Fund Inc,TPZ,N/A,N/A,N/A
2018-01-24,Baker Hughes A GE Co,BHGE,0.14,0.15,+7.14
2018-01-24,Ameriprise Financial Inc,AMP,0.94,3.26,+246.81
2018-01-24,Rockwell Automation Inc,ROK,1.74,1.96,+12.64
2018-01-24,Abbott Laboratories,ABT,0.73,0.74,+1.37
2018-01-24,Live Oak Bancshares Inc,LOB,0.27,0.41,+51.85
2018-01-24,Banner Corp,BANR,0.76,0.65,-14.47
2018-01-24,Prosperity Bancshares Inc,PB,0.99,0.99,N/A
2018-01-24,Bancorpsouth Bank,BXS,0.41,0.43,+4.88
2018-01-24,Cadence Bancorp,CADE,N/A,N/A,N/A
2018-01-24,Customers Bancorp Inc,CUBI,0.51,0.5,-1.96
2018-01-24,Old Second Bancorp Inc,OSBC,0.21,0.23,+9.52
2018-01-24,Briggs & Stratton Corp,BGG,0.23,0.25,+8.7
2018-01-24,Northfield Bancorp Inc,NFBK,0.17,0.19,+11.76
2018-01-24,Stanley Black & Decker Inc,SWK,2.14,2.18,+1.87
2018-01-24,Texas Capital Bancshares Inc,TCBI,1.15,1.19,+3.48
2018-01-24,BOK Financial Corp,BOKF,1.34,1.29,-3.73
2018-01-24,Marine Products Corp,MPX,0.12,0.15,+25
2018-01-24,Hexcel Corp,HXL,0.7,0.7,N/A
2018-01-24,RLI Corp,RLI,0.47,1.21,+157.45
2018-01-24,Progressive Corp,PGR,0.77,0.82,+6.49
2018-01-24,General Dynamics Corp,GD,2.38,2.5,+5.04
2018-01-24,CVB Financial Corp,CVBF,0.28,0.28,N/A
2018-01-24,General Electric Co,GE,0.29,0.27,-6.9
2018-01-24,CommVault Systems Inc,CVLT,0.31,0.3,-3.23
2018-01-24,Norfolk Southern Corp,NSC,1.57,1.69,+7.64
2018-01-24,TE Connectivity Ltd,TEL,1.25,1.4,+12
2018-01-24,Crown Castle International Corp,CCI,0.24,0.17,-29.17
2018-01-24,Ford Motor Co,F,0.42,0.39,-7.14
2018-01-24,Las Vegas Sands Corp,LVS,0.77,0.88,+14.29
2018-01-24,Whirlpool Corp,WHR,3.99,4.1,+2.76
2018-01-24,Royal Caribbean Cruises Ltd,RCL,1.2,1.34,+11.67
2018-01-24,Northern Trust Corp,NTRS,1.31,1.33,+1.53
2018-01-24,Xperi Corp,XPER,0.75,0.77,+2.67
2018-01-24,Lam Research Corp,LRCX,3.68,4.34,+17.93
2018-01-24,United Community Financial Corp,UCFC,0.16,0.16,N/A
2018-01-24,Central Pacific Financial Corp,CPF,0.4,0.39,-2.5
2018-01-24,United Technologies Corp,UTX,1.56,1.6,+2.56
2018-01-24,TriState Capital Holdings Inc,TSC,0.33,0.34,+3.03
2018-01-24,SL Green Realty Corp,SLG,0.41,0.3,-26.83
2018-01-24,Tortoise Energy Infrastructure Corp,TYG,N/A,N/A,N/A
2018-01-24,Comcast Corp,CMCSA,0.47,0.49,+4.26
2018-01-24,Cohen & Steers Inc,CNS,0.54,0.55,+1.85
2018-01-24,Dolby Laboratories Inc,DLB,0.44,-0.8,-281.82
2018-01-24,Discover Financial Services,DFS,1.54,1.51,-1.95
2018-01-24,Raymond James Financial Inc,RJF,1.25,1.61,+28.8
2018-01-24,Orrstown Financial Services Inc,ORRF,0.36,0.32,-11.11
2018-01-24,F5 Networks Inc,FFIV,2.04,2.26,+10.78
2018-01-24,W W Grainger Inc,GWW,2.2,2.94,+33.64
2018-01-24,Varian Medical Systems Inc,VAR,0.93,1.06,+13.98
2018-01-24,Legg Mason Inc,LM,1.36,1.58,+16.18
2018-01-24,Illinois Tool Works Inc,ITW,1.62,1.7,+4.94
2018-01-24,Xilinx Inc,XLNX,0.63,0.05,-92.06
2018-01-24,MarineMax Inc,HZO,-0.01,0.23,+2400
2018-01-24,RPC Inc,RES,0.34,0.18,-47.06
2018-01-24,Rollins Inc,ROL,0.2,0.21,+5
2018-01-24,United Rentals Inc,URI,3.28,3.34,+1.83
2018-01-24,Teradyne Inc,TER,0.34,0.46,+35.29
2018-01-25,3M Co,MMM,2.01,2.1,+4.48
2018-01-25,8x8 Inc,EGHT,0.01,0.02,+100
2018-01-25,Altigen Communications Inc,ATGN,N/A,N/A,N/A
2018-01-25,Agilysys Inc,AGYS,-0.09,-0.06,+33.33
2018-01-25,Alliance Data Systems Corp,ADS,5,5.24,+4.8
2018-01-25,Western Alliance Bancorp,WAL,0.83,0.85,+2.41
2018-01-25,American Airlines Group Inc,AAL,0.92,0.95,+3.26
2018-01-25,Allegiance Bancshares Inc,ABTX,0.51,0.48,-5.88
2018-01-25,Arthur J Gallagher & Co,AJG,0.75,0.82,+9.33
2018-01-25,Alaska Air Group Inc,ALK,0.82,0.83,+1.22
2018-01-25,Southwest Airlines Co,LUV,0.77,0.77,N/A
2018-01-25,JetBlue Airways Corp,JBLU,0.34,2.08,+511.76
2018-01-25,American River Bankshares,AMRB,0.17,0.19,+11.76
2018-01-25,Ameriserv Financial Inc,ASRV,N/A,N/A,N/A
2018-01-25,Helmerich and Payne Inc,HP,-0.13,-0.02,+84.62
2018-01-25,Avnet Inc,AVT,0.73,0.78,+6.85
2018-01-25,Auburn National Bancorporation Inc,AUBN,N/A,N/A,N/A
2018-01-25,American Electric Power Company Inc,AEP,0.79,0.85,+7.59
2018-01-25,Associated Banc-Corp,ASB,0.38,0.41,+7.89
2018-01-25,AVX Corp,AVX,0.18,0.22,+22.22
2018-01-25,Applied Industrial Technologies Inc,AIT,0.71,0.79,+11.27
2018-01-25,Byline Bancorp Inc,BY,0.23,0.24,+4.35
2018-01-25,Live Oak Bancshares Inc,LOB,0.27,0.41,+51.85
2018-01-25,Great Western Bancorp Inc,GWB,0.64,0.72,+12.5
2018-01-25,Greene County Bancorp Inc,GCBC,N/A,N/A,N/A
2018-01-25,Towne Bank,TOWN,0.36,0.34,-5.56
2018-01-25,Enterprise Bancorp Inc,EBTC,N/A,N/A,N/A
2018-01-25,Cambridge Bancorp,CATC,N/A,N/A,N/A
2018-01-25,People's Utah Bancorp,PUB,0.38,0.43,+13.16
2018-01-25,Seacoast Banking Corporation of Florida,SBCF,0.37,0.37,N/A
2018-01-25,Valley National Bancorp,VLY,0.17,0.17,N/A
2018-01-25,Cullen/Frost Bankers Inc,CFR,1.4,1.47,+5
2018-01-25,Community Investors Bancorp Inc,CIBN,N/A,N/A,N/A
2018-01-25,National Bank Holdings Corp,NBHC,0.28,0.32,+14.29
2018-01-25,F & M Bank Corp,FMBM,N/A,N/A,N/A
2018-01-25,Banc of California Inc,BANC,0.22,0.12,-45.45
2018-01-25,Stock Yards Bancorp Inc,SYBT,0.5,0.47,-6
2018-01-25,Riverview Bancorp Inc,RVSB,0.14,0.15,+7.14
2018-01-25,Biogen Inc,BIIB,5.45,5.26,-3.49
2018-01-25,Midland States Bancorp Inc,MSBI,0.53,0.33,-37.74
2018-01-25,Brandywine Realty Trust,BDN,0.1,0.41,+310
2018-01-25,Parke Bancorp Inc,PKBK,N/A,N/A,N/A
2018-01-25,West Bancorporation Inc,WTBA,0.4,0.4,N/A
