company_name,link,ticker
Indianhead Medical Center,https://www.thelayoff.com//indianhead-medical-ctr,
Indianola Community School District,https://www.thelayoff.com//indianola-comm-school-district,
Indianola School District,https://www.thelayoff.com//indianola-school-district,
Indigo Books & Music Inc.,https://www.thelayoff.com//indigo-books-and-music,IDG
Indosat,https://www.thelayoff.com//indosat,IIT
Indtai,https://www.thelayoff.com//indtai,
Industria,https://www.thelayoff.com//industria,
Industrial Alliance Insurance and Financial Services,https://www.thelayoff.com//industrial-alliance-insurance,IAG
Industrial Control Repair,https://www.thelayoff.com//industrial-control-repair,
Industrial Distribution Group Inc.,https://www.thelayoff.com//industrial-distribution-group,IDGR
Industrial Enterprises of America Inc.,https://www.thelayoff.com//industrial-enterprises-of-america,IEAM
Industrial Independent School District,https://www.thelayoff.com//industrial-isd-school-district,
Industrial Revolution,https://www.thelayoff.com//industrial-revolution,
Industrial Services of America Inc.,https://www.thelayoff.com//industrial-services-of-america,IDSA
Industriaplex,https://www.thelayoff.com//industriaplex,
Industrias Bachoco S.A.B. de C.V.,https://www.thelayoff.com//industrias-bachoco-b-de-c-v,IBA
IndyMac Bancorp Inc.,https://www.thelayoff.com//indymac-bancorp,IMB
IneoQuest,https://www.thelayoff.com//ineoquest,
Inergy Holdings L.P.,https://www.thelayoff.com//inergy-holdings,NRGP
Inergy L.P.,https://www.thelayoff.com//inergy,NRGY
Infineon Technologies AG,https://www.thelayoff.com//infineon-technologies-ag,IFX
Infineon Technologies‎,https://www.thelayoff.com//infineon-technologies,IFX
Infinera Corp.,https://www.thelayoff.com//infinera,INFN
Infinitive,https://www.thelayoff.com//infinitive,
Infinity Business Systems,https://www.thelayoff.com//infinity-business-systems,
Infinity Consulting Solutions,https://www.thelayoff.com//infinity-consulting-solutions,
Infinity Contractors,https://www.thelayoff.com//infinity-contractors,
Infinity Energy Resources Inc.,https://www.thelayoff.com//infinity-energy-resources,IFNY
Infinity Homes,https://www.thelayoff.com//infinity-homes,
Infinity Info Systems,https://www.thelayoff.com//infinity-info-systems,
Infinity Insurance,https://www.thelayoff.com//infinity-property-and-casualty,IPCC
Infinity Pharmaceuticals Inc.,https://www.thelayoff.com//infinity-pharmaceuticals,INFI
Infinity Systems Engineering,https://www.thelayoff.com//infinity-systems-engineering,
Infinity Trading Solutions,https://www.thelayoff.com//infinity-trading-solutions,
InfoLogix Inc.,https://www.thelayoff.com//infologix,IFLG
InfoSonics Corp.,https://www.thelayoff.com//infosonics,IFON
InfoSpace Inc.,https://www.thelayoff.com//infospace,INSP
InfoZen,https://www.thelayoff.com//infozen,
Infoblox Inc.,https://www.thelayoff.com//infoblox,BLOX
Infomanav,https://www.thelayoff.com//infomanav,
Infor,https://www.thelayoff.com//infor,
Informatica Corp.,https://www.thelayoff.com//informatica,INFA
Information & Technology Management,https://www.thelayoff.com//information-and-technology-management,
Information Innovators,https://www.thelayoff.com//information-innovators,
Information Services Group Inc.,https://www.thelayoff.com//information-services-group,III
Information Systems Intelligence,https://www.thelayoff.com//information-systems-intelligence,
Information Systems Solutions,https://www.thelayoff.com//information-systems-solutions,
Information Transport Solutions,https://www.thelayoff.com//information-transport-solutions,
Infoscitex,https://www.thelayoff.com//infoscitex,
Infosurv,https://www.thelayoff.com//infosurv,
Infosys,https://www.thelayoff.com//infosys-technologies,INFY
Infra-Strategy,https://www.thelayoff.com//infra-strategy,
InfraREIT Inc.,https://www.thelayoff.com//infrareit,HIFR
Infrastructure Engineering,https://www.thelayoff.com//infrastructure-engineering,
InfuSystems Holdings Inc.,https://www.thelayoff.com//infusystems-holdings,INFU
Infused Solutions,https://www.thelayoff.com//infused-solutions,
Infusionsoft,https://www.thelayoff.com//infusionsoft,
Ingalls Memorial Hospital,https://www.thelayoff.com//ingalls-memorial-hospital,
Ingalls School District,https://www.thelayoff.com//ingalls-school-district,
Ingersoll-Rand Co. Ltd.,https://www.thelayoff.com//ingersoll-rand,IR
Ingham County,https://www.thelayoff.com//ingham,
Ingles Markets Inc.,https://www.thelayoff.com//ingles-markets,IMKTA
Ingleside Independent School District,https://www.thelayoff.com//ingleside-isd-school-district,
Inglewood Unified School District,https://www.thelayoff.com//inglewood-unified-school-district,
Ingram Independent School District,https://www.thelayoff.com//ingram-isd-school-district,
Ingram Industries,https://www.thelayoff.com//ingram-industries,
Ingram Micro Inc.,https://www.thelayoff.com//ingram-micro,IM
Ingredion,https://www.thelayoff.com//ingredion,INGR
Inhibitex Inc.,https://www.thelayoff.com//inhibitex,INHX
Initiative Advertising,https://www.thelayoff.com//initiative-advertising,
InkHead,https://www.thelayoff.com//inkhead,
Inkjet International,https://www.thelayoff.com//inkjet-international,
Inland Hospital,https://www.thelayoff.com//inland-hospital,
Inland Lakes Schools,https://www.thelayoff.com//inland-lakes-schools-school-district,
Inland Real Estate Corp.,https://www.thelayoff.com//inland-real-estate,IRC
Inlet Common School District,https://www.thelayoff.com//inlet-common-school-district,
Inline Electric Supply,https://www.thelayoff.com//inline-electric-supply,
Inman School District,https://www.thelayoff.com//inman-school-district,
Inmate Calling Solutions,https://www.thelayoff.com//inmate-calling-solutions,
Inmet Mining Corporation,https://www.thelayoff.com//inmet-mining-corporation,IMN
InnSuites Hospitality Trust,https://www.thelayoff.com//innsuites-hospitality-trust,IHT
InnerWorkings Inc.,https://www.thelayoff.com//innerworkings,INWK
Innergex Renewable Energy Inc.,https://www.thelayoff.com//innergex-renewable-energy,INE
Inno-Pak,https://www.thelayoff.com//inno-pak,
InnoSource Business Solutions,https://www.thelayoff.com//innosource-business-solutions,
Innocoll AG ADS,https://www.thelayoff.com//innocoll-ag,INNL
Innodata,https://www.thelayoff.com//innodata-isogen,INOD
Innominds Software,https://www.thelayoff.com//innominds-software,
Innophos Holdings Inc.,https://www.thelayoff.com//innophos-holdings,IPHS
Innospec Inc.,https://www.thelayoff.com//innospec,IOSP
Innotas,https://www.thelayoff.com//innotas,
Innotrac Corp.,https://www.thelayoff.com//innotrac,INOC
Innovar Environmental,https://www.thelayoff.com//innovar-environmental,
Innovation Interactive,https://www.thelayoff.com//innovation-interactive,
Innovative Automation,https://www.thelayoff.com//innovative-automation,
Innovative Card Technologies Inc.,https://www.thelayoff.com//innovative-card-technologies,INVC
Innovative Enterprises,https://www.thelayoff.com//innovative-enterprises,
Innovative Foods,https://www.thelayoff.com//innovative-foods,
Innovative Industrial Properties,https://www.thelayoff.com//innovative-industrial-properties,IIPR
Innovative Lighting,https://www.thelayoff.com//innovative-lighting,
Innovative Management & Technology Services,https://www.thelayoff.com//innovative,
Innovative Medical Management,https://www.thelayoff.com//innovative-medical-management,
Innovative Picking Technologies,https://www.thelayoff.com//innovative-picking-technologies,
Innovative Solutions & Support Inc.,https://www.thelayoff.com//innovative-solutions-and-support,ISSC
Innovative Solutions Unlimited,https://www.thelayoff.com//innovative-solutions-unlimited,
Innovative Wireless Technologies,https://www.thelayoff.com//innovative-wireless-technologies,
Innove,https://www.thelayoff.com//innove,
Innoventor Engineering,https://www.thelayoff.com//innoventor-engineering,
Innovex Inc.,https://www.thelayoff.com//innovex,INVX
